playId,playTitle,playType,setting,status,parentHint,sourceFile,playDescriptionDraft
WP-046,テレビ、ゲーム、スマホを持たない日,健康・生活,家庭内,active,今週『健康と安全を育む遊び習慣』が見られたお子さんには、週末に「テレビ、ゲーム、スマホを持たない日」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,画面を使わない時間を家族で決め、会話や遊び、読書などを楽しむ一日です。生活リズムや遊び方を見直すきっかけになります。
WP-047,パパ、ママの仕事場に行ってみる,社会・見学,外出,active,今週『社会とのつながりの意識』が見られたお子さんには、週末に「パパ、ママの仕事場に行ってみる」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,保護者の仕事場や働く様子を見に行く活動です。仕事や社会のつながりに気付き、家族への理解も深まります。
WP-048,フェリーに乗船,屋外・自然,外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「フェリーに乗船」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,フェリーに乗り、水上から景色や風を感じる活動です。乗り物への関心や、いつもと違う視点で環境を見る力が育ちます。
WP-049,フリーマーケットごっこ,家庭あそび,家庭内または外出,active,今週『数量や図形を遊びや生活で活用する力』が見られたお子さんには、週末に「フリーマーケットごっこ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家にある品物を並べ、お店屋さんのように売り買いする遊びです。やりとり、数、役割を楽しみながら学べます。
WP-050,ブドウ狩り,屋外・自然,家庭内または外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「ブドウ狩り」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,ぶどうを見つけて収穫し、味わう活動です。果物が実る様子や旬に気付き、自然と食への関心が深まります。
WP-051,ペアルックでそぞろ歩き,家庭あそび,家庭内または外出,active,今週『のびのびと心身を動かす遊び』が見られたお子さんには、週末に「ペアルックでそぞろ歩き」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家族で似た色や柄の服を選び、散歩を楽しむ活動です。装いへの関心や、家族で一体感を味わう楽しさが育ちます。
WP-052,ホタル観賞,屋外・自然,家庭内または外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「ホタル観賞」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,夜の水辺などでホタルの光を静かに観察する活動です。生き物や季節への関心、自然への感動が育ちます。
WP-053,ホットケーキ作り,食・生活,家庭内,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「ホットケーキ作り」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,粉を混ぜ、焼き色やふくらみを見ながらホットケーキを作る活動です。材料の変化や完成を待つ楽しさを味わえます。
WP-054,ホットプレートを使った家族パーティー,食・生活,家庭内,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「ホットプレートを使った家族パーティー」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,ホットプレートを囲んで、焼く・混ぜる・分けることを楽しむ家族遊びです。食材の変化や順番を待つ経験につながります。
WP-055,ボードゲーム大会,ゲーム・ルール,家庭内または外出,active,今週『ルールの創出と遵守』が見られたお子さんには、週末に「ボードゲーム大会」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,順番やルールを守りながら、勝ち負けを楽しむ遊びです。考える力、待つ力、相手と気持ちよく遊ぶ力が育ちます。
WP-056,ミュージカルや劇をみにいく,表現・鑑賞,家庭内または外出,active,今週『自己で表現することの実践』が見られたお子さんには、週末に「ミュージカルや劇をみにいく」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,舞台や歌、踊り、演技を鑑賞する活動です。物語や表現の面白さに触れ、感じたことを言葉にする経験になります。
WP-057,リサイクルショップ巡り,外出・社会,外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「リサイクルショップ巡り」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,使わなくなった物や掘り出し物を探す外出です。物の価値や再利用に気付き、選んだ理由を話す経験になります。
WP-058,仮装大会,表現・鑑賞,家庭内または外出,active,今週『自己で表現することの実践』が見られたお子さんには、週末に「仮装大会」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,身近な服や道具を使って、いつもと違う人物や動物になりきる遊びです。想像力や表現する力が豊かに広がります。
WP-059,休日の過ごし方のアイデアを話し合う,家庭あそび,家庭内または外出,active,今週『見通しをもった計画的な遊び』が見られたお子さんには、週末に「休日の過ごし方のアイデアを話し合う」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,週末にしたいことを家族で出し合い、予定を一緒に考える活動です。希望を伝えたり、折り合いをつけたりする力が育ちます。
WP-060,低山登り,屋外・自然,外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「低山登り」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,低い山や丘を家族で歩き、景色や達成感を味わう活動です。体を使う心地よさと、自然への感動が広がります。
WP-061,公園での写生大会,屋外・自然,外出,active,今週『自己で表現することの実践』が見られたお子さんには、週末に「公園での写生大会」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,公園の景色や遊具、草花を見ながら絵に表す活動です。自然への気付きと、感じたことを表現する力が育ちます。
WP-062,公園でシャボン玉で遊ぶ,屋外・自然,外出,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「公園でシャボン玉で遊ぶ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,公園でシャボン玉を作り、風で飛ぶ様子や光る色を楽しむ遊びです。体を動かしながら、空気や形の不思議に気付けます。
WP-063,公園でフリスビー,屋外・自然,外出,active,今週『のびのびと心身を動かす遊び』が見られたお子さんには、週末に「公園でフリスビー」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,広い公園でフリスビーを投げ合う遊びです。体を大きく動かし、相手との距離や力加減を考える経験になります。
WP-064,公園の芝生でピクニック,屋外・自然,外出,active,今週『のびのびと心身を動かす遊び』が見られたお子さんには、週末に「公園の芝生でピクニック」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,芝生にシートを広げて食事や休憩を楽しむ活動です。自然の中でゆったり過ごし、季節や風を感じられます。
WP-065,公園の草花を図鑑で調べる,自然・調べる,外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「公園の草花を図鑑で調べる」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,公園で見つけた草花を図鑑で調べ、名前や特徴を確認する活動です。身近な自然への興味と探究心が広がります。
WP-066,写真館で家族写真,表現・鑑賞,家庭内または外出,active,今週『感動を体験して感性を働かせる』が見られたお子さんには、週末に「写真館で家族写真」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,写真館で服装や表情を整え、家族写真を撮る活動です。自分や家族を大切に感じ、記録に残す喜びを味わえます。
WP-067,冷凍食品の食べ比べ,食・生活,家庭内または外出,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「冷凍食品の食べ比べ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,いくつかの冷凍食品を少しずつ食べ比べ、味や形、温まり方の違いを話す活動です。比較する力や言葉で表す力を育てます。
WP-068,動物園で小動物に出会う,家庭あそび,外出,active,今週『動植物を思いやり大切に扱う態度』が見られたお子さんには、週末に「動物園で小動物に出会う」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,動物園で小さな動物を見たり、動きや鳴き声を観察したりする活動です。生き物への親しみや命への関心が育ちます。
WP-069,動画の撮影と編集ごっこ,表現・鑑賞,家庭内または外出,active,今週『素材や表現方法への気付き』が見られたお子さんには、週末に「動画の撮影と編集ごっこ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家族の様子や好きなものを撮影し、短い動画にまとめるごっこ遊びです。場面を選ぶ力や表現方法への気付きが育ちます。
WP-070,商店街で食べ歩きツアー,外出・社会,外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「商店街で食べ歩きツアー」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,商店街を歩きながら、少しずつ食べ物を味わう活動です。地域の人とのやりとりや、味・においへの気付きが広がります。
WP-071,地元の散歩マップを歩く,外出・探検,外出,active,今週『必要な情報の収集と活用』が見られたお子さんには、週末に「地元の散歩マップを歩く」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,地元の散歩マップを見ながら道や目印をたどって歩く活動です。地域への関心や、地図・標識を手がかりにする力が育ちます。
WP-072,地震や停電に備えた避難練習,健康・安全,家庭内または外出,active,今週『健康と安全を育む遊び習慣』が見られたお子さんには、週末に「地震や停電に備えた避難練習」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,地震や停電を想定し、家の中の安全な場所や避難の流れを確認する活動です。約束を守る意味や安全意識を育てます。
WP-073,壊れたものを修理する,ものづくり・生活,家庭内,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「壊れたものを修理する」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,壊れた玩具や道具を親子で観察し、直せる方法を考える活動です。仕組みに気付き、試しながら工夫する力につながります。
WP-074,夜景観賞,屋外・自然,家庭内または外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「夜景観賞」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,高い場所や開けた場所から夜景を眺める活動です。光や街の広がりに感動し、見たことを言葉で伝える経験になります。
WP-075,学校給食ごっこ,食・生活,家庭内,active,今週『協力して行動する力』が見られたお子さんには、週末に「学校給食ごっこ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,給食当番や配膳をまねて、食事の準備を楽しむ遊びです。役割を持つことや、みんなで食べる楽しさを感じられます。
WP-076,宝探しゲーム,ゲーム・ルール,家庭内または外出,active,今週『ルールの創出と遵守』が見られたお子さんには、週末に「宝探しゲーム」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,宝物を隠し、地図やヒントを頼りに探す遊びです。手がかりを読み取る力や、考えて行動する楽しさが育ちます。
WP-077,家庭の歴史探訪,言葉・振り返り,外出,active,今週『家族を大切にする気持ち』が見られたお子さんには、週末に「家庭の歴史探訪」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家族にゆかりのある場所を訪ね、昔の話を聞く活動です。自分や家族のつながりに気付き、聞いたことを言葉にできます。
WP-078,家族でするスイーツバイキング,食・生活,家庭内または外出,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「家族でするスイーツバイキング」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,好きなスイーツを選び、少しずつ味わいながら家族で楽しむ遊びです。選ぶ、比べる、感想を伝える経験が自然に生まれます。
WP-079,家族でリモート会議,ことば・社会,家庭内,active,今週『言葉による伝え合いの楽しみ』が見られたお子さんには、週末に「家族でリモート会議」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,離れた家族や部屋同士をつないで、画面越しに話す活動です。相手に伝わる話し方や、新しい関わり方に気付けます。
WP-080,川辺で水あそび,屋外・自然,外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「川辺で水あそび」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,川辺で水の冷たさや流れを感じながら遊ぶ活動です。安全に配慮しつつ、自然の力や体を動かす楽しさを味わえます。
WP-081,工場見学,外出・社会,外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「工場見学」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,工場で物が作られる様子を見学する活動です。仕組みや働く人への関心が深まり、なぜだろうと考える力が育ちます。
WP-082,市場へ行ってみる,外出・社会,外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「市場へ行ってみる」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,市場で野菜や魚、働く人の様子を見る活動です。食べ物が届く流れや社会のやりとりへの関心が育ちます。
WP-083,思い出のある場所巡り,言葉・振り返り,家庭内または外出,active,今週『家族を大切にする気持ち』が見られたお子さんには、週末に「思い出のある場所巡り」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家族にとって思い出のある場所を巡り、当時の話を聞く活動です。経験を振り返り、家族の物語に触れられます。
